League,Season,Stage,Player,Team,GP,MIN,FGM,FGA,3PM,3PA,FTM,FTA,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS,birth_year,birth_month,birth_date,height,height_cm,weight,weight_kg,nationality,high_school,draft_round,draft_pick,draft_team,position
Spanish-ACB,2019 - 2020,International,Alex Suarez,TEN,21,235.4,53,18,0.321,13,0.31,4,0.667,6,22,28,11,6,2,5,26,1993,Sep,"Sep 27, 1993",6-10,208,214,97,Spain,,,,,PF
Spanish-ACB,2019 - 2020,International,Rolands Smits,FCB,17,167.5,52,19,0.413,5,0.192,9,0.818,8,18,26,7,9,1,7,24,1995,Jun,"Jun 25, 1995",6-10,208,235,107,Latvia,,,,,SF
Spanish-ACB,2019 - 2020,International,Aleksa Avramovic,UNI,11,119.0,48,19,0.404,4,0.308,6,0.857,5,10,15,7,3,1,10,16,1994,Oct,"Oct 25, 1994",6-3,191,190,86,Serbia,,,,,G
Spanish-ACB,2019 - 2020,International,Lahaou Konate,TEN,16,209.4,48,17,0.395,8,0.333,6,1.0,5,10,15,9,8,0,3,17,1991,Nov,"Nov 17, 1991",6-5,196,176,80,France,,,,,GF
Spanish-ACB,2019 - 2020,International,Aleix Font,OBR,14,151.3,44,17,0.327,8,0.276,2,0.667,4,3,7,18,3,1,8,16,1998,Mar,"Mar 11, 1998",6-4,193,188,85,Spain,,,,,SG
Spanish-ACB,2019 - 2020,International,Tomeu Rigo,BBB,22,160.7,44,14,0.311,7,0.233,9,0.9,0,5,5,8,1,0,13,26,1997,May,"May 8, 1997",6-3,191,176,80,Spain,,,,,SG
Spanish-ACB,2019 - 2020,International,Kevin Tumba,MUR,19,234.5,41,15,0.484,0,0.0,11,0.423,26,36,62,8,8,11,17,52,1991,Feb,"Feb 23, 1991",6-9,206,245,111,Democratic Republic of the Congo / Belgium,,,,,PF
Spanish-ACB,2019 - 2020,International,Edgar Vicedo,EST,21,212.3,41,16,0.444,6,0.429,3,0.75,11,33,44,5,9,2,6,30,1994,Aug,"Aug 24, 1994",6-8,203,200,91,Spain,,,,,SF
Spanish-ACB,2019 - 2020,International,Javier Vega,SPB,22,260.7,41,14,0.269,9,0.22,4,0.8,15,23,38,9,4,0,9,39,1988,Jan,"Jan 5, 1988",6-8,203,220,100,Spain,,,,,FC
Spanish-ACB,2019 - 2020,International,Joel Parra,JOV,22,191.8,40,15,0.319,5,0.227,5,0.625,7,17,24,3,6,1,2,25,2000,Apr,"Apr 4, 2000",6-8,203,210,95,Spain,,,,,F
Spanish-ACB,2019 - 2020,International,Fabio Santana,GCN,13,152.4,34,12,0.308,4,0.286,6,0.857,2,10,12,13,5,1,12,19,1992,Jun,"Jun 9, 1992",6-2,188,185,84,Spain,,,,,PG
Spanish-ACB,2019 - 2020,International,David Navarro,OBR,17,176.8,29,9,0.273,4,0.267,7,0.875,0,15,15,29,6,0,6,16,1983,May,"May 17, 1983",6-4,193,180,82,Spain,,,,,SG
Spanish-ACB,2019 - 2020,International,Nick Spires,OBR,16,129.4,28,13,0.419,0,0.0,2,0.286,16,16,32,10,3,5,6,23,1994,Feb,"Feb 25, 1994",6-9,206,215,98,England / Sweden,,,,,F
Spanish-ACB,2019 - 2020,International,Darion Atkins,TEN,10,135.4,24,9,0.209,2,0.125,4,0.5,12,13,25,5,0,1,2,17,1992,Sep,"Sep 17, 1992",6-8,203,235,107,United States,Landon School,,,,PF
Spanish-ACB,2019 - 2020,International,Sergi Garcia,BASK,12,139.2,23,8,0.258,4,0.174,3,0.5,5,12,17,22,11,1,16,10,1997,Feb,"Feb 17, 1997",6-3,191,181,82,Spain,,,,,PG
Spanish-ACB,2019 - 2020,International,Pep Busquets,JOV,10,56.8,19,7,0.368,4,0.308,1,0.5,2,6,8,4,1,0,1,12,1999,Mar,"Mar 2, 1999",6-5,196,198,90,Spain,,,,,F
Spanish-ACB,2019 - 2020,International,Javi Garcia,ZAR,16,81.9,17,6,0.261,2,0.25,3,0.75,1,2,3,7,2,0,10,10,2001,Apr,"Apr 6, 2001",6-3,191,N/A,,Spain,,,,,SG
Spanish-ACB,2019 - 2020,International,Guillem Colom,AND,16,50.8,15,5,0.417,3,0.429,2,1.0,1,6,7,7,1,0,0,5,1991,Sep,"Sep 16, 1991",6-4,193,192,87,Andorra,,,,,PF
Spanish-ACB,2019 - 2020,International,Miguel Gonzalez,BASK,11,61.5,6,1,0.077,0,0.0,4,1.0,1,2,3,1,0,2,2,5,1999,Mar,"Mar 20, 1999",6-6,198,204,93,Spain,,,,,GF
Spanish-ACB,2019 - 2020,International,Adams Sola,EST,10,49.8,6,2,0.182,1,0.111,1,0.5,2,2,4,2,4,0,1,6,2000,Jul,"Jul 27, 2000",6-5,196,165,75,Spain,,,,,G
Swedish-Basketligan,2019 - 2020,International,Ty Sabin,WETT,33,"1,000.3",731,262,0.474,114,0.437,93,0.912,23,90,113,124,28,5,86,56,1994,Oct,"Oct 15, 1994",6-2,188,190,86,United States,Catholic Memorial High School,,,,G
Swedish-Basketligan,2019 - 2020,International,Brandon Rozzell,BCLF,33,"1,028.8",713,249,0.48,116,0.395,99,0.853,18,117,135,183,40,7,81,63,1989,Mar,"Mar 27, 1989",6-2,188,185,84,United States,Highland Springs High School,,,,G
Swedish-Basketligan,2019 - 2020,International,Derrick Wilson,DJUR,31,"1,134.9",614,222,0.486,55,0.355,115,0.689,43,119,162,140,47,16,62,77,1992,Jan,"Jan 29, 1992",6-1,185,210,95,Germany / United States,Hotchkiss School,,,,PG
Swedish-Basketligan,2019 - 2020,International,Nick Russell,KFU,32,941.7,596,222,0.474,57,0.396,95,0.872,10,112,122,106,29,2,101,92,1991,Mar,"Mar 8, 1991",6-4,193,209,95,United States,Grace Preparatory Academy,,,,SG
Swedish-Basketligan,2019 - 2020,International,Jeremy Combs,KOP,31,934.4,593,220,0.551,6,0.2,147,0.602,103,142,245,48,48,14,74,98,1995,Nov,"Nov 24, 1995",6-7,201,215,98,United States,David W Carter High School,,,,F
Swedish-Basketligan,2019 - 2020,International,C.J. Jackson,KOP,32,963.6,552,179,0.392,60,0.335,134,0.843,30,125,155,171,43,3,91,57,1996,May,"May 9, 1996",6-1,185,175,79,United States,Montverde Academy,,,,PG
Swedish-Basketligan,2019 - 2020,International,Elvar Fridriksson,BOR,33,928.6,551,173,0.451,70,0.395,135,0.785,17,78,95,255,30,1,87,64,1994,Nov,"Nov 11, 1994",6-0,183,185,84,Iceland,,,,,G
Swedish-Basketligan,2019 - 2020,International,Marcus Tyus,BOR,32,854.9,524,189,0.499,82,0.404,64,0.889,29,130,159,91,41,6,65,72,1994,May,"May 16, 1994",6-1,185,190,86,United States,Anoka High School,,,,G
Swedish-Basketligan,2019 - 2020,International,Jordan Semple,JAM,31,844.9,503,212,0.571,9,0.29,70,0.648,87,214,301,82,32,45,95,74,1992,Aug,"Aug 12, 1992",6-7,201,200,91,France / United States,Arcata High School,,,,F
Swedish-Basketligan,2019 - 2020,International,Zac Cuthbertson,BOR,33,936.0,491,173,0.485,56,0.394,89,0.706,65,184,249,43,31,31,54,81,1996,Dec,"Dec 27, 1996",6-7,201,185,84,United States,West Craven High School,,,,F
Swedish-Basketligan,2019 - 2020,International,Rodney Williams,UMEA,32,988.7,490,187,0.511,20,0.294,96,0.6,72,174,246,73,30,21,73,100,1993,Nov,"Nov 21, 1993",6-7,201,225,102,United States,St. Christopher's School,,,,F
Swedish-Basketligan,2019 - 2020,International,Tyre' Gathright,NOR,33,768.8,485,181,0.43,49,0.308,74,0.747,25,56,81,26,37,1,42,48,1996,Dec,"Dec 11, 1996",6-4,193,190,86,United States,Eugene Ashley High School,,,,G
Swedish-Basketligan,2019 - 2020,International,Lazar Radosavljevic,DJUR,29,"1,009.8",477,176,0.461,61,0.339,64,0.78,29,98,127,114,21,9,56,67,1991,Apr,"Apr 9, 1991",6-8,203,210,95,Serbia,,,,,SF
Swedish-Basketligan,2019 - 2020,International,Dartaye Ruffin,KFU,33,887.6,470,180,0.537,9,0.31,101,0.721,84,169,253,84,35,21,50,95,1991,Mar,"Mar 22, 1991",6-9,206,250,113,United States,New Hampton School,,,,F
Swedish-Basketligan,2019 - 2020,International,R.T. Guinn,JAM,32,785.5,470,181,0.55,51,0.389,57,0.919,40,164,204,68,25,5,55,80,1981,Feb,"Feb 10, 1981",6-10,208,245,111,United States,Valley High School,,,,C
Swedish-Basketligan,2019 - 2020,International,Martin Pahlmblad,SOD,33,"1,050.7",447,164,0.439,85,0.399,34,0.81,15,79,94,79,16,0,51,71,1986,May,"May 9, 1986",6-4,193,194,88,Sweden,,,,,SG
Swedish-Basketligan,2019 - 2020,International,Georgio Milligan,UMEA,26,819.5,442,161,0.447,36,0.336,84,0.73,46,85,131,140,53,22,69,61,1990,Jul,"Jul 26, 1990",6-2,188,188,85,United States / U.S. Virgin Islands,Don Bosco Preparatory High School,,,,G
Swedish-Basketligan,2019 - 2020,International,Quinton Upshur,BCLF,30,906.3,440,159,0.457,69,0.408,53,0.646,25,133,158,64,50,24,64,89,1993,Jun,"Jun 16, 1993",6-5,196,207,94,United States,Booker T. Washington High School,,,,GF
Swedish-Basketligan,2019 - 2020,International,Denzel Andersson,BCLF,30,911.3,440,151,0.51,46,0.343,92,0.78,43,165,208,53,26,52,44,72,1996,Sep,"Sep 21, 1996",6-8,203,210,95,Sweden,,,,,PF
Swedish-Basketligan,2019 - 2020,International,Gary Blackston,KOP,30,880.1,435,157,0.418,36,0.295,85,0.691,67,130,197,78,50,4,57,92,1996,May,"May 25, 1996",6-2,188,185,84,United States,Patterson High School,,,,G
Swedish-Basketligan,2019 - 2020,International,LaDarien Griffin,NOR,33,"1,054.9",434,166,0.553,26,0.366,76,0.667,70,232,302,65,50,49,64,69,1996,Oct,"Oct 25, 1996",6-6,198,215,98,United States,Providence School,,,,PF
Swedish-Basketligan,2019 - 2020,International,"Steven Haney, Jr.",JAM,32,911.0,433,139,0.412,62,0.337,93,0.903,25,73,98,52,28,1,36,76,1995,May,"May 29, 1995",6-6,198,197,89,United States,St. Thomas Aquinas High School,,,,SF
Swedish-Basketligan,2019 - 2020,International,Adam Ronnqvist,WETT,31,843.8,429,147,0.435,67,0.376,68,0.872,11,72,83,156,22,3,57,59,1991,Nov,"Nov 10, 1991",5-10,178,172,78,Sweden,,,,,G
Swedish-Basketligan,2019 - 2020,International,Calvin Hermanson,WETT,33,893.7,419,140,0.452,90,0.425,49,0.86,24,112,136,36,21,12,31,63,1994,Sep,"Sep 29, 1994",6-6,198,200,91,United States,Lake Oswego High School,,,,F
Swedish-Basketligan,2019 - 2020,International,Daniel Mortensen,WETT,29,821.2,401,140,0.493,66,0.41,55,0.965,50,142,192,84,31,16,42,65,1994,Oct,"Oct 21, 1994",6-8,203,235,107,Denmark,,,,,F
Swedish-Basketligan,2019 - 2020,International,Anton J. Gaddefors,SOD,26,721.2,387,127,0.419,61,0.377,72,0.783,22,76,98,48,36,3,28,83,1989,Nov,"Nov 4, 1989",6-6,198,190,86,Sweden,,,,,SF
Swedish-Basketligan,2019 - 2020,International,Nathan Dawit,UMEA,28,791.0,369,126,0.404,43,0.295,74,0.787,24,65,89,51,37,5,42,62,1994,Dec,"Dec 9, 1994",6-3,191,172,78,Sweden,,,,,SG
Swedish-Basketligan,2019 - 2020,International,Frank Williams,KFU,33,978.5,365,139,0.422,61,0.349,26,0.897,18,84,102,34,43,11,21,68,1992,Mar,"Mar 13, 1992",6-6,198,175,79,United States,Raytown South High School,,,,G
Swedish-Basketligan,2019 - 2020,International,Jonathan Person,SOD,32,967.2,364,129,0.461,35,0.389,71,0.826,20,130,150,135,20,4,60,66,1993,Feb,"Feb 10, 1993",6-3,191,184,83,Sweden,,,,,SG
Swedish-Basketligan,2019 - 2020,International,Bryan Alberts,DJUR,32,841.7,359,137,0.408,56,0.352,29,0.763,14,68,82,69,20,7,29,76,1994,Dec,"Dec 29, 1994",6-5,196,200,91,United States / Netherlands,Village Christian High School,,,,G
Swedish-Basketligan,2019 - 2020,International,Justin Gordon,JAM,24,617.4,359,131,0.548,31,0.413,66,0.733,31,82,113,46,18,4,54,74,1993,Dec,"Dec 20, 1993",6-6,198,205,93,United States,Northside Christian Academy,,,,F
Swedish-Basketligan,2019 - 2020,International,Anes Zekovic,NOR,33,835.1,355,108,0.417,40,0.31,99,0.818,29,90,119,50,38,2,42,85,1995,Oct,"Oct 22, 1995",6-4,193,160,73,Sweden,,,,,F
Swedish-Basketligan,2019 - 2020,International,Eric Adams,SOD,32,855.7,343,131,0.649,3,0.25,78,0.684,89,182,271,36,37,24,49,101,1995,May,"May 14, 1995",6-7,201,215,98,United States,Hoover High School,,,,F
Swedish-Basketligan,2019 - 2020,International,William Gutenius,BOR,32,645.8,342,107,0.502,52,0.46,76,0.809,23,80,103,31,6,17,25,73,1992,Sep,"Sep 17, 1992",6-9,206,216,98,Sweden,,,,,FC
Swedish-Basketligan,2019 - 2020,International,Niklas Larsson,KOP,32,959.0,337,115,0.399,65,0.389,42,0.875,15,61,76,65,23,4,26,70,1994,Apr,"Apr 28, 1994",6-6,198,196,89,Sweden,,,,,SF
Swedish-Basketligan,2019 - 2020,International,Charles Callison,SOD,26,700.0,330,128,0.414,22,0.262,52,0.743,16,59,75,87,43,5,44,73,1994,Oct,"Oct 17, 1994",6-1,185,187,85,United States,Canyon Springs High School,,,,G
Swedish-Basketligan,2019 - 2020,International,DeAndre Davis,BOR,33,854.2,326,125,0.553,26,0.338,50,0.714,81,128,209,53,17,25,27,87,1994,Nov,"Nov 23, 1994",6-8,203,180,82,United States,Riverbend High School,,,,F
Swedish-Basketligan,2019 - 2020,International,Andreas Person,BOR,33,729.1,323,104,0.388,63,0.368,52,0.881,4,56,60,44,19,2,23,64,1991,Mar,"Mar 18, 1991",6-3,191,187,85,Sweden,,,,,PG
Swedish-Basketligan,2019 - 2020,International,Tim Schuberg,NOR,32,939.9,315,99,0.429,29,0.337,88,0.786,18,82,100,168,27,4,91,108,1995,Apr,"Apr 27, 1995",6-2,188,178,81,Sweden,,,,,PG
Swedish-Basketligan,2019 - 2020,International,Jonathan Peleg,WETT,33,866.7,310,110,0.449,23,0.291,67,0.77,22,73,95,74,56,3,78,95,1994,Aug,"Aug 21, 1994",6-3,191,182,83,Sweden,,,,,SF
Swedish-Basketligan,2019 - 2020,International,Rashard Odomes,UMEA,18,539.3,295,115,0.504,14,0.286,51,0.68,17,86,103,50,20,3,36,38,1996,Dec,"Dec 21, 1996",6-6,198,217,98,United States,Copperas Cove High School,,,,SG
Swedish-Basketligan,2019 - 2020,International,Axel Nordstrom,BCLF,32,894.1,292,106,0.51,16,0.333,64,0.753,53,175,228,127,38,8,89,99,1991,Dec,"Dec 13, 1991",6-4,193,207,94,Sweden,,,,,SF
Swedish-Basketligan,2019 - 2020,International,Anton Saks,NOR,30,743.3,278,106,0.495,10,0.345,56,0.709,91,135,226,51,24,9,56,87,1989,Aug,"Aug 11, 1989",6-6,198,209,95,Sweden,,,,,SF
Swedish-Basketligan,2019 - 2020,International,Shane Walker,KOP,31,679.1,250,88,0.492,32,0.368,42,0.84,45,128,173,20,18,30,28,82,1987,Nov,"Nov 2, 1987",6-10,208,211,96,England,Montrose Christian School,,,,FC
Swedish-Basketligan,2019 - 2020,International,Daniel Johansson,KFU,33,865.5,249,84,0.464,16,0.372,66,0.75,33,123,156,51,16,13,41,51,1998,Apr,"Apr 4, 1998",6-8,203,198,90,Sweden,,,,,PF
Swedish-Basketligan,2019 - 2020,International,Wayne Martin,JAM,13,349.8,237,93,0.592,3,0.429,48,0.75,30,71,101,19,9,14,22,34,1993,Jun,"Jun 11, 1993",6-7,201,237,108,United States,South Shore High School,,,,F
Swedish-Basketligan,2019 - 2020,International,Ernests Kalve,KOP,23,526.3,234,85,0.457,25,0.333,39,0.736,41,55,96,21,10,6,23,63,1987,Apr,"Apr 4, 1987",6-6,198,209,95,Latvia,,,,,SF
Swedish-Basketligan,2019 - 2020,International,Mathias Bak Christensen,KFU,33,766.4,233,83,0.419,34,0.33,33,0.825,48,141,189,34,11,1,24,71,1995,Jun,"Jun 30, 1995",6-6,198,209,95,Denmark,,,,,F
Swedish-Basketligan,2019 - 2020,International,Carl Engstrom,WETT,21,500.3,230,92,0.605,0,0.0,46,0.597,53,110,163,32,11,24,31,39,1991,Sep,"Sep 26, 1991",7-1,216,285,129,Sweden,Sydskanska Gymnasiet,,,,C
Swedish-Basketligan,2019 - 2020,International,Adam Presutti,UMEA,24,594.8,226,85,0.464,45,0.417,11,0.647,13,39,52,62,10,0,45,69,1992,May,"May 8, 1992",6-2,188,184,83,Canada / Italy,,,,,G
Swedish-Basketligan,2019 - 2020,International,Jeremiah Ingram,DJUR,12,382.6,226,84,0.486,12,0.387,46,0.63,31,65,96,30,24,8,22,39,1993,Oct,"Oct 5, 1993",6-7,201,210,95,United States,Southfield-Lathrup High School,,,,G
Swedish-Basketligan,2019 - 2020,International,Moussa Kone,WETT,18,406.1,209,83,0.565,0,0.0,43,0.581,50,81,131,42,14,8,51,58,1993,Apr,"Apr 18, 1993",6-8,203,230,104,United States / Ivory Coast,Frederick Douglass Academy,,,,F
Swedish-Basketligan,2019 - 2020,International,Thomas Massamba,JAM,23,694.0,199,64,0.339,35,0.313,36,0.783,9,68,77,151,16,1,72,66,1985,Mar,"Mar 28, 1985",6-1,185,170,77,Democratic Republic of the Congo / Sweden,,,,,PG
Swedish-Basketligan,2019 - 2020,International,Sheriff Drammeh,SOD,32,612.6,198,62,0.385,34,0.391,40,0.8,16,57,73,63,38,6,29,79,1996,Jun,"Jun 8, 1996",6-3,191,160,73,Sweden,Igelstavikens Gymnasium,,,,SG
Swedish-Basketligan,2019 - 2020,International,Pelle Larsson,BCLF,26,519.5,197,80,0.53,11,0.262,26,0.619,32,42,74,50,22,17,35,41,2001,Feb,"Feb 23, 2001",6-5,196,215,98,Sweden,Riksbasketgymnasiet Lulea,2,14,Houston Rockets,SG
Swedish-Basketligan,2019 - 2020,International,Felix Terins,KFU,22,520.7,196,66,0.338,26,0.241,38,0.704,5,35,40,47,23,2,50,67,1998,Apr,"Apr 24, 1998",6-2,188,N/A,,Sweden,,,,,PG
Swedish-Basketligan,2019 - 2020,International,Obinna Oleka,DJUR,18,415.3,196,78,0.517,0,0.0,40,0.645,69,90,159,8,12,10,23,23,1993,Nov,"Nov 4, 1993",6-8,203,225,102,United States,Florida Christian Institute,,,,F
Swedish-Basketligan,2019 - 2020,International,Daniel Hansson,BCLF,32,689.8,182,63,0.368,41,0.36,15,0.789,15,24,39,62,23,1,37,54,1997,Jan,"Jan 24, 1997",6-2,188,N/A,,Sweden,,,,,PG
Swedish-Basketligan,2019 - 2020,International,Jaan Puidet,JAM,19,577.2,178,70,0.511,18,0.353,20,0.769,32,79,111,72,22,6,26,48,1992,Jan,"Jan 4, 1992",6-3,191,185,84,Estonia,,,,,SG
Swedish-Basketligan,2019 - 2020,International,Anton Kobylak-Berglund,BCLF,29,328.9,162,55,0.414,39,0.411,13,0.867,3,18,21,9,10,1,10,35,1996,Jun,"Jun 26, 1996",6-7,201,215,98,Sweden,,,,,F
Swedish-Basketligan,2019 - 2020,International,Dino Pita,SOD,12,268.9,161,51,0.481,21,0.467,38,0.792,5,15,20,15,13,4,12,32,1988,Sep,"Sep 20, 1988",6-4,193,190,86,Bosnia and Herzegovina / Sweden,,,,,SG
Swedish-Basketligan,2019 - 2020,International,Fredrik Andersson,BOR,27,566.7,161,57,0.5,34,0.425,13,0.813,25,74,99,27,18,2,13,66,1993,Jul,"Jul 3, 1993",6-6,198,180,82,Sweden,,,,,F
Swedish-Basketligan,2019 - 2020,International,Abdou Medjedoub,KFU,32,404.3,155,63,0.618,1,0.333,28,0.683,43,61,104,21,17,12,25,84,1993,Jul,"Jul 17, 1993",6-6,198,210,95,Sweden,,,,,F
Swedish-Basketligan,2019 - 2020,International,Tim Kearney,BCLF,33,465.0,148,48,0.471,31,0.449,21,0.724,22,67,89,32,19,1,29,74,1986,Sep,"Sep 11, 1986",6-8,203,202,92,Australia / Sweden,,,,,F
Swedish-Basketligan,2019 - 2020,International,Jeril Taylor,NOR,10,226.5,148,49,0.363,21,0.318,29,0.707,7,47,54,21,12,0,27,26,1994,May,"May 13, 1994",6-4,193,195,88,United States,Pleasure Ridge Park High School,,,,G
Swedish-Basketligan,2019 - 2020,International,Andre Nilsson,UMEA,32,447.5,147,62,0.554,0,0.0,23,0.535,34,76,110,11,5,23,33,66,1990,Sep,"Sep 10, 1990",6-9,206,249,113,Sweden,,,,,C
Swedish-Basketligan,2019 - 2020,International,Simon Gunnarsson,BOR,29,577.6,146,57,0.533,14,0.4,18,0.621,55,84,139,38,22,8,18,80,1995,Apr,"Apr 19, 1995",6-6,198,212,96,Sweden,,,,,F
Swedish-Basketligan,2019 - 2020,International,Alexander Larsson,SOD,19,338.7,140,58,0.537,0,0.0,24,0.558,37,47,84,10,2,5,26,46,1995,Aug,"Aug 14, 1995",6-10,208,260,118,Sweden,,,,,F
Swedish-Basketligan,2019 - 2020,International,Lucien Christofis,KFU,33,513.0,139,47,0.324,24,0.276,21,0.75,20,23,43,25,15,3,22,87,1996,Feb,"Feb 13, 1996",6-2,188,N/A,,England,,,,,PG
Swedish-Basketligan,2019 - 2020,International,Charles Barton,DJUR,10,346.1,138,54,0.397,13,0.26,17,0.654,4,24,28,48,5,3,31,36,1992,Jan,"Jan 7, 1992",6-4,193,197,89,Sweden,Sandagymnasiet High School,,,,G
Swedish-Basketligan,2019 - 2020,International,Albin Hall-Eriksson,WETT,30,595.3,131,47,0.367,20,0.339,17,0.944,26,29,55,27,22,2,27,68,1996,May,"May 23, 1996",6-2,188,198,90,Sweden,,,,,G
Swedish-Basketligan,2019 - 2020,International,Traevon Jackson,NOR,10,278.9,123,41,0.432,13,0.361,28,0.848,16,37,53,31,12,0,24,27,1992,Dec,"Dec 11, 1992",6-2,188,208,94,United States,Westerville South High School,,,,PG
Swedish-Basketligan,2019 - 2020,International,Marshall Nelson,JAM,14,302.8,121,46,0.39,16,0.302,13,0.619,14,28,42,40,19,0,35,43,1994,Jan,"Jan 31, 1994",6-2,188,188,85,Australia,,,,,G
Swedish-Basketligan,2019 - 2020,International,Brandon Barton,DJUR,25,578.0,121,45,0.344,11,0.208,20,0.769,5,53,58,49,8,6,26,64,1988,Jan,"Jan 26, 1988",6-4,193,200,91,Sweden,,,,,SG
Swedish-Basketligan,2019 - 2020,International,Alexandros Varytimiadis,UMEA,18,363.2,118,45,0.391,8,0.267,20,0.833,14,66,80,32,5,3,24,40,1994,Jun,"Jun 21, 1994",6-8,203,220,100,Greece,,,,,F
Swedish-Basketligan,2019 - 2020,International,Davon Bell,JAM,11,328.5,117,44,0.5,10,0.417,19,0.76,3,28,31,73,15,1,24,30,1995,Sep,"Sep 17, 1995",5-10,178,175,79,United States,Northside Christian Academy,,,,G
Swedish-Basketligan,2019 - 2020,International,Callum Lawson,UMEA,15,422.0,117,38,0.355,21,0.309,20,0.833,15,46,61,8,11,2,19,26,1996,Feb,"Feb 27, 1996",6-5,196,202,92,England,,,,,F
Swedish-Basketligan,2019 - 2020,International,Lukas Friberg,KOP,32,560.7,116,36,0.375,16,0.308,28,0.757,32,51,83,69,23,6,22,66,1995,Sep,"Sep 7, 1995",6-3,191,N/A,,Sweden,,,,,G
Swedish-Basketligan,2019 - 2020,International,Jonatan Bohman,WETT,32,551.7,114,45,0.425,2,0.154,22,0.759,55,66,121,43,17,13,37,97,1992,Apr,"Apr 14, 1992",6-7,201,N/A,,Sweden,,,,,F
Swedish-Basketligan,2019 - 2020,International,Cole Welle,UMEA,15,369.0,111,41,0.461,7,0.25,22,0.629,50,66,116,24,16,3,15,39,1996,Feb,"Feb 21, 1996",6-8,203,230,104,United States,Aptos High School,,,,F
Swedish-Basketligan,2019 - 2020,International,Daniel Eliasson,BCLF,30,259.6,101,37,0.544,19,0.475,8,0.727,13,16,29,17,4,3,12,47,1992,Oct,"Oct 11, 1992",6-3,191,194,88,Sweden,,,,,SG
Swedish-Basketligan,2019 - 2020,International,Nils Johansson,DJUR,23,343.9,101,35,0.443,8,0.32,23,0.676,18,34,52,43,13,3,23,58,1997,Jun,"Jun 15, 1997",6-6,198,N/A,,Sweden,,,,,SG
Swedish-Basketligan,2019 - 2020,International,Alan Zekovic,NOR,28,343.6,98,33,0.344,10,0.217,22,0.846,8,20,28,19,11,2,18,27,1998,Aug,"Aug 19, 1998",6-6,198,190,86,Sweden,,,,,SF
Swedish-Basketligan,2019 - 2020,International,Hans Gustav Moberg,NOR,28,272.2,98,34,0.321,16,0.276,14,0.737,3,17,20,12,7,1,8,30,2000,Feb,"Feb 22, 2000",6-3,191,N/A,,Sweden,,,,,G
Swedish-Basketligan,2019 - 2020,International,Andrew Smith,SOD,10,241.9,97,40,0.506,7,0.25,10,0.714,13,45,58,14,9,13,13,32,1992,Dec,"Dec 14, 1992",6-9,206,220,100,United States,Highlands Christian,,,,F
Swedish-Basketligan,2019 - 2020,International,Morten Bulow,NOR,28,327.1,96,41,0.488,1,0.1,13,0.722,21,40,61,23,4,10,22,47,1999,Jan,"Jan 10, 1999",6-9,206,229,104,Denmark,,,,,PF
Swedish-Basketligan,2019 - 2020,International,John Brandmark,KOP,30,546.9,92,29,0.414,9,0.257,25,0.735,23,37,60,32,15,5,16,74,1997,Jul,"Jul 28, 1997",6-6,198,210,95,Sweden,,,,,SG
Swedish-Basketligan,2019 - 2020,International,Mikael Axelsson,KOP,17,300.1,92,41,0.451,6,0.167,10,0.769,24,28,52,6,4,5,20,29,1994,Sep,"Sep 29, 1994",6-10,208,N/A,,Sweden,,,,,FC
Swedish-Basketligan,2019 - 2020,International,Simas Buterlevicius,SOD,11,300.0,91,24,0.421,13,0.361,30,0.857,10,32,42,26,10,1,21,32,1989,Apr,"Apr 18, 1989",6-6,198,207,94,Lithuania,,,,,SF
Swedish-Basketligan,2019 - 2020,International,Valter Lindstrom,KFU,11,200.8,85,31,0.419,7,0.219,16,0.727,8,17,25,18,9,0,17,18,1995,Feb,"Feb 4, 1995",5-11,180,168,76,Sweden,,,,,PG
Swedish-Basketligan,2019 - 2020,International,Adam Ramstedt,DJUR,13,277.7,84,35,0.5,3,0.25,11,0.55,14,56,70,24,11,8,23,41,1995,Jul,"Jul 24, 1995",6-9,206,225,102,Sweden,,,,,SF
Swedish-Basketligan,2019 - 2020,International,John Thornblom,DJUR,21,302.1,81,32,0.376,10,0.303,7,0.5,14,32,46,18,14,4,15,39,2000,May,"May 22, 2000",6-5,196,194,88,Sweden,,,,,SF
Swedish-Basketligan,2019 - 2020,International,Ludvig Johansson,BOR,32,410.1,78,27,0.365,14,0.311,10,0.714,7,23,30,81,6,0,26,42,1998,Feb,"Feb 11, 1998",6-1,185,N/A,,Sweden,,,,,G
Swedish-Basketligan,2019 - 2020,International,Kristoffer Gafor,DJUR,26,431.4,68,24,0.224,19,0.238,1,0.333,9,24,33,23,5,3,14,35,1992,May,"May 27, 1992",6-5,196,205,93,Bulgaria / Sweden,,,,,G
Swedish-Basketligan,2019 - 2020,International,Hampus Ahlin,NOR,26,191.0,67,23,0.311,12,0.293,9,0.75,10,21,31,5,3,1,12,20,1995,May,"May 26, 1995",6-6,198,215,98,Sweden,,,,,F
Swedish-Basketligan,2019 - 2020,International,Karim Wazzi,KFU,29,267.4,67,26,0.342,6,0.273,8,0.533,8,10,18,41,11,0,19,57,1988,Dec,"Dec 2, 1988",5-6,168,160,73,Sweden,,,,,PG
Swedish-Basketligan,2019 - 2020,International,Anton Leth,UMEA,28,296.7,49,17,0.327,12,0.308,3,0.375,4,20,24,9,4,3,7,40,1997,Dec,"Dec 18, 1997",6-3,191,214,97,Sweden,,,,,PG
